time	V(vin)	V(vout)
6.579962790078340e-009	1.000000e+000	9.999034e-001
6.594577075792570e-009	1.000000e+000	9.999054e-001
6.609191361506799e-009	1.000000e+000	9.999073e-001
6.623805647221029e-009	1.000000e+000	9.999092e-001
6.638419932935259e-009	1.000000e+000	9.999111e-001
6.653034218649489e-009	1.000000e+000	9.999129e-001
6.653134218649488e-009	1.000000e+000	9.999129e-001
6.667748504363718e-009	1.000000e+000	9.999146e-001
6.682362790077948e-009	1.000000e+000	9.999164e-001
6.696977075792178e-009	1.000000e+000	9.999181e-001
6.711591361506407e-009	1.000000e+000	9.999198e-001
6.726205647220637e-009	1.000000e+000	9.999214e-001
6.740819932934866e-009	1.000000e+000	9.999230e-001
6.755434218649097e-009	1.000000e+000	9.999245e-001
6.755534218649096e-009	1.000000e+000	9.999245e-001
6.770148504363326e-009	1.000000e+000	9.999261e-001
6.784762790077556e-009	1.000000e+000	9.999276e-001
6.799377075791786e-009	1.000000e+000	9.999291e-001
6.813991361506015e-009	1.000000e+000	9.999305e-001
6.828605647220245e-009	1.000000e+000	9.999319e-001
6.843219932934474e-009	1.000000e+000	9.999333e-001
6.857834218648704e-009	1.000000e+000	9.999347e-001
6.857934218648704e-009	1.000000e+000	9.999347e-001
6.872548504362934e-009	1.000000e+000	9.999360e-001
6.887162790077163e-009	1.000000e+000	9.999373e-001
6.901777075791394e-009	1.000000e+000	9.999386e-001
6.916391361505623e-009	1.000000e+000	9.999398e-001
6.931005647219853e-009	1.000000e+000	9.999411e-001
6.945619932934082e-009	1.000000e+000	9.999423e-001
6.960234218648312e-009	1.000000e+000	9.999434e-001
6.960334218648312e-009	1.000000e+000	9.999434e-001
6.974948504362542e-009	1.000000e+000	9.999446e-001
6.989562790076771e-009	1.000000e+000	9.999457e-001
7.004177075791001e-009	1.000000e+000	9.999468e-001
7.018791361505231e-009	1.000000e+000	9.999479e-001
7.033405647219461e-009	1.000000e+000	9.999490e-001
7.048019932933690e-009	1.000000e+000	9.999500e-001
7.062634218647920e-009	1.000000e+000	9.999510e-001
7.062734218647920e-009	1.000000e+000	9.999510e-001
7.077348504362150e-009	1.000000e+000	9.999520e-001
7.091962790076379e-009	1.000000e+000	9.999530e-001
7.106577075790609e-009	1.000000e+000	9.999539e-001
7.121191361504839e-009	1.000000e+000	9.999549e-001
7.135805647219069e-009	1.000000e+000	9.999558e-001
7.150419932933298e-009	1.000000e+000	9.999567e-001
7.165034218647528e-009	1.000000e+000	9.999576e-001
7.165134218647528e-009	1.000000e+000	9.999576e-001
7.179748504361758e-009	1.000000e+000	9.999584e-001
7.194362790075987e-009	1.000000e+000	9.999593e-001
7.208977075790217e-009	1.000000e+000	9.999601e-001
7.223591361504447e-009	1.000000e+000	9.999609e-001
7.238205647218677e-009	1.000000e+000	9.999617e-001
7.252819932932906e-009	1.000000e+000	9.999625e-001
7.267434218647136e-009	1.000000e+000	9.999632e-001
7.267534218647136e-009	1.000000e+000	9.999633e-001
7.282148504361366e-009	1.000000e+000	9.999640e-001
7.296762790075595e-009	1.000000e+000	9.999647e-001
7.311377075789825e-009	1.000000e+000	9.999654e-001
7.325991361504054e-009	1.000000e+000	9.999661e-001
7.340605647218285e-009	1.000000e+000	9.999668e-001
7.355219932932514e-009	1.000000e+000	9.999675e-001
7.369834218646744e-009	1.000000e+000	9.999682e-001
7.369934218646744e-009	1.000000e+000	9.999682e-001
7.384548504360999e-009	1.000000e+000	9.999688e-001
7.399162790075254e-009	1.000000e+000	9.999694e-001
7.413777075789510e-009	1.000000e+000	9.999701e-001
7.428391361503765e-009	1.000000e+000	9.999707e-001
7.443005647218021e-009	1.000000e+000	9.999713e-001
7.457619932932276e-009	1.000000e+000	9.999719e-001
7.472234218646531e-009	1.000000e+000	9.999725e-001
7.472334218646532e-009	1.000000e+000	9.999725e-001
7.486948504360883e-009	1.000000e+000	9.999730e-001
7.501562790075233e-009	1.000000e+000	9.999736e-001
7.516177075789584e-009	1.000000e+000	9.999741e-001
7.530791361503934e-009	1.000000e+000	9.999746e-001
7.545405647218284e-009	1.000000e+000	9.999752e-001
7.560019932932635e-009	1.000000e+000	9.999757e-001
7.574634218646986e-009	1.000000e+000	9.999762e-001
7.574734218646987e-009	1.000000e+000	9.999762e-001
7.677134218647442e-009	1.000000e+000	9.999793e-001
7.779534218647897e-009	1.000000e+000	9.999821e-001
7.881934218648351e-009	1.000000e+000	9.999845e-001
7.984334218648806e-009	1.000000e+000	9.999866e-001
8.086734218649261e-009	1.000000e+000	9.999884e-001
8.189134218649716e-009	1.000000e+000	9.999899e-001
8.291534218650171e-009	1.000000e+000	9.999913e-001
8.393934218650626e-009	1.000000e+000	9.999924e-001
8.496334218651081e-009	1.000000e+000	9.999934e-001
8.598734218651536e-009	1.000000e+000	9.999943e-001
8.701134218651991e-009	1.000000e+000	9.999951e-001
8.803534218652446e-009	1.000000e+000	9.999958e-001
8.905934218652901e-009	1.000000e+000	9.999963e-001
9.008334218653356e-009	1.000000e+000	9.999968e-001
9.110734218653811e-009	1.000000e+000	9.999973e-001
9.213134218654265e-009	1.000000e+000	9.999976e-001
9.315534218654720e-009	1.000000e+000	9.999979e-001
9.417934218655175e-009	1.000000e+000	9.999982e-001
9.520334218655630e-009	1.000000e+000	9.999985e-001
9.622734218656085e-009	1.000000e+000	9.999986e-001
9.650000001000001e-009	1.000000e+000	9.999987e-001
9.650000002000001e-009	0.000000e+000	9.999987e-001
9.722767774105357e-009	0.000000e+000	9.028075e-001
9.737382059819708e-009	0.000000e+000	8.844764e-001
9.751996345534058e-009	0.000000e+000	8.664997e-001
9.766610631248409e-009	0.000000e+000	8.488775e-001
9.781224916962759e-009	0.000000e+000	8.316098e-001
9.795839202677109e-009	0.000000e+000	8.146965e-001
9.810453488391460e-009	0.000000e+000	7.981377e-001
9.825067774105811e-009	0.000000e+000	7.819333e-001
9.825167774105812e-009	0.000000e+000	7.818235e-001
9.839782059820162e-009	0.000000e+000	7.659489e-001
9.854396345534513e-009	0.000000e+000	7.503812e-001
9.869010631248864e-009	0.000000e+000	7.351206e-001
9.883624916963213e-009	0.000000e+000	7.201669e-001
9.898239202677564e-009	0.000000e+000	7.055201e-001
9.912853488391915e-009	0.000000e+000	6.911803e-001
9.927467774106266e-009	0.000000e+000	6.771474e-001
9.927567774106267e-009	0.000000e+000	6.770523e-001
9.942182059820617e-009	0.000000e+000	6.633051e-001
9.956796345534968e-009	0.000000e+000	6.498237e-001
9.971410631249319e-009	0.000000e+000	6.366081e-001
9.986024916963668e-009	0.000000e+000	6.236583e-001
1.000063920267802e-008	0.000000e+000	6.109743e-001
1.001525348839237e-008	0.000000e+000	5.985561e-001
1.002986777410672e-008	0.000000e+000	5.864038e-001
1.002996777410672e-008	0.000000e+000	5.863214e-001
1.004458205982107e-008	0.000000e+000	5.744164e-001
1.005919634553542e-008	0.000000e+000	5.627417e-001
1.007381063124977e-008	0.000000e+000	5.512971e-001
1.008842491696412e-008	0.000000e+000	5.400827e-001
1.010303920267847e-008	0.000000e+000	5.290985e-001
1.011765348839283e-008	0.000000e+000	5.183444e-001
1.013226777410718e-008	0.000000e+000	5.078206e-001
1.013236777410718e-008	0.000000e+000	5.077493e-001
1.014698205982153e-008	0.000000e+000	4.974396e-001
1.016159634553588e-008	0.000000e+000	4.873294e-001
1.017621063125023e-008	0.000000e+000	4.774185e-001
1.019082491696458e-008	0.000000e+000	4.677069e-001
1.020543920267893e-008	0.000000e+000	4.581947e-001
1.022005348839328e-008	0.000000e+000	4.488818e-001
1.023466777410763e-008	0.000000e+000	4.397683e-001
1.023476777410763e-008	0.000000e+000	4.397065e-001
1.024938205982198e-008	0.000000e+000	4.307784e-001
1.026399634553633e-008	0.000000e+000	4.220230e-001
1.027861063125068e-008	0.000000e+000	4.134403e-001
1.029322491696503e-008	0.000000e+000	4.050301e-001
1.030783920267938e-008	0.000000e+000	3.967926e-001
1.032245348839374e-008	0.000000e+000	3.887277e-001
1.033706777410809e-008	0.000000e+000	3.808355e-001
1.033716777410809e-008	0.000000e+000	3.807820e-001
1.035178205982244e-008	0.000000e+000	3.730504e-001
1.036639634553679e-008	0.000000e+000	3.654683e-001
1.038101063125114e-008	0.000000e+000	3.580357e-001
1.039562491696549e-008	0.000000e+000	3.507526e-001
1.041023920267984e-008	0.000000e+000	3.436189e-001
1.042485348839419e-008	0.000000e+000	3.366348e-001
1.043946777410854e-008	0.000000e+000	3.298002e-001
1.043956777410854e-008	0.000000e+000	3.297539e-001
1.045418205982289e-008	0.000000e+000	3.230584e-001
1.046879634553724e-008	0.000000e+000	3.164924e-001
1.048341063125159e-008	0.000000e+000	3.100558e-001
1.049802491696594e-008	0.000000e+000	3.037487e-001
1.051263920268029e-008	0.000000e+000	2.975710e-001
1.052725348839465e-008	0.000000e+000	2.915229e-001
1.054186777410900e-008	0.000000e+000	2.856041e-001
1.054196777410900e-008	0.000000e+000	2.855640e-001
1.055658205982335e-008	0.000000e+000	2.797658e-001
1.057119634553770e-008	0.000000e+000	2.740796e-001
1.058581063125205e-008	0.000000e+000	2.685056e-001
1.060042491696640e-008	0.000000e+000	2.630437e-001
1.061503920268075e-008	0.000000e+000	2.576939e-001
1.062965348839510e-008	0.000000e+000	2.524563e-001
1.064426777410945e-008	0.000000e+000	2.473307e-001
1.064436777410945e-008	0.000000e+000	2.472960e-001
1.065898205982380e-008	0.000000e+000	2.422747e-001
1.067359634553815e-008	0.000000e+000	2.373506e-001
1.068821063125250e-008	0.000000e+000	2.325235e-001
1.070282491696685e-008	0.000000e+000	2.277936e-001
1.071743920268120e-008	0.000000e+000	2.231607e-001
1.073205348839556e-008	0.000000e+000	2.186249e-001
1.074666777410991e-008	0.000000e+000	2.141863e-001
1.074676777410991e-008	0.000000e+000	2.141562e-001
1.076138205982426e-008	0.000000e+000	2.098078e-001
1.077599634553861e-008	0.000000e+000	2.055435e-001
1.079061063125296e-008	0.000000e+000	2.013634e-001
1.080522491696731e-008	0.000000e+000	1.972673e-001
1.081983920268166e-008	0.000000e+000	1.932552e-001
1.083445348839601e-008	0.000000e+000	1.893273e-001
1.084906777411036e-008	0.000000e+000	1.854834e-001
1.084916777411036e-008	0.000000e+000	1.854574e-001
1.086378205982471e-008	0.000000e+000	1.816917e-001
1.087839634553906e-008	0.000000e+000	1.779989e-001
1.089301063125341e-008	0.000000e+000	1.743789e-001
1.090762491696776e-008	0.000000e+000	1.708317e-001
1.092223920268211e-008	0.000000e+000	1.673574e-001
1.093685348839646e-008	0.000000e+000	1.639558e-001
1.095146777411082e-008	0.000000e+000	1.606270e-001
1.095156777411082e-008	0.000000e+000	1.606045e-001
1.096618205982517e-008	0.000000e+000	1.573435e-001
1.098079634553952e-008	0.000000e+000	1.541455e-001
1.099541063125387e-008	0.000000e+000	1.510106e-001
1.101002491696822e-008	0.000000e+000	1.479388e-001
1.102463920268257e-008	0.000000e+000	1.449300e-001
1.103925348839692e-008	0.000000e+000	1.419843e-001
1.105386777411127e-008	0.000000e+000	1.391016e-001
1.105396777411127e-008	0.000000e+000	1.390821e-001
1.106858205982562e-008	0.000000e+000	1.362581e-001
1.108319634553997e-008	0.000000e+000	1.334887e-001
1.109781063125432e-008	0.000000e+000	1.307739e-001
1.111242491696867e-008	0.000000e+000	1.281137e-001
1.112703920268302e-008	0.000000e+000	1.255081e-001
1.114165348839737e-008	0.000000e+000	1.229572e-001
1.115626777411173e-008	0.000000e+000	1.204608e-001
1.115636777411173e-008	0.000000e+000	1.204439e-001
1.117098205982608e-008	0.000000e+000	1.179983e-001
1.118559634554043e-008	0.000000e+000	1.156001e-001
1.120021063125478e-008	0.000000e+000	1.132491e-001
1.121482491696913e-008	0.000000e+000	1.109454e-001
1.122943920268348e-008	0.000000e+000	1.086890e-001
1.124405348839783e-008	0.000000e+000	1.064798e-001
1.125866777411218e-008	0.000000e+000	1.043180e-001
1.125876777411218e-008	0.000000e+000	1.043034e-001
1.127338205982653e-008	0.000000e+000	1.021855e-001
1.128799634554088e-008	0.000000e+000	1.001086e-001
1.130261063125523e-008	0.000000e+000	9.807271e-002
1.131722491696958e-008	0.000000e+000	9.607773e-002
1.133183920268393e-008	0.000000e+000	9.412370e-002
1.134645348839828e-008	0.000000e+000	9.221062e-002
1.136106777411264e-008	0.000000e+000	9.033849e-002
1.136116777411264e-008	0.000000e+000	9.032580e-002
1.137578205982699e-008	0.000000e+000	8.849178e-002
1.139039634554134e-008	0.000000e+000	8.669322e-002
1.140501063125569e-008	0.000000e+000	8.493012e-002
1.141962491697004e-008	0.000000e+000	8.320248e-002
1.143423920268439e-008	0.000000e+000	8.151031e-002
1.144885348839874e-008	0.000000e+000	7.985360e-002
1.146346777411309e-008	0.000000e+000	7.823235e-002
1.146356777411309e-008	0.000000e+000	7.822136e-002
1.147818205982744e-008	0.000000e+000	7.663311e-002
1.149279634554179e-008	0.000000e+000	7.507557e-002
1.150741063125614e-008	0.000000e+000	7.354874e-002
1.152202491697049e-008	0.000000e+000	7.205262e-002
1.153663920268484e-008	0.000000e+000	7.058722e-002
1.155125348839919e-008	0.000000e+000	6.915252e-002
1.156586777411355e-008	0.000000e+000	6.774854e-002
1.156596777411355e-008	0.000000e+000	6.773902e-002
1.158058205982790e-008	0.000000e+000	6.636361e-002
1.159519634554225e-008	0.000000e+000	6.501480e-002
1.160981063125660e-008	0.000000e+000	6.369258e-002
1.162442491697095e-008	0.000000e+000	6.239695e-002
1.163903920268530e-008	0.000000e+000	6.112792e-002
1.165365348839965e-008	0.000000e+000	5.988549e-002
1.166826777411400e-008	0.000000e+000	5.866965e-002
1.166836777411400e-008	0.000000e+000	5.866140e-002
1.168298205982835e-008	0.000000e+000	5.747031e-002
1.169759634554270e-008	0.000000e+000	5.630225e-002
1.171221063125705e-008	0.000000e+000	5.515722e-002
1.172682491697140e-008	0.000000e+000	5.403522e-002
1.174143920268575e-008	0.000000e+000	5.293625e-002
1.175605348840010e-008	0.000000e+000	5.186031e-002
1.177066777411446e-008	0.000000e+000	5.080741e-002
1.177076777411446e-008	0.000000e+000	5.080026e-002
1.178538205982881e-008	0.000000e+000	4.976879e-002
1.179999634554316e-008	0.000000e+000	4.875726e-002
1.181461063125751e-008	0.000000e+000	4.776567e-002
1.182922491697186e-008	0.000000e+000	4.679403e-002
1.184383920268621e-008	0.000000e+000	4.584233e-002
1.185845348840056e-008	0.000000e+000	4.491058e-002
1.187306777411491e-008	0.000000e+000	4.399877e-002
1.187316777411491e-008	0.000000e+000	4.399259e-002
1.188778205982926e-008	0.000000e+000	4.309934e-002
1.190239634554361e-008	0.000000e+000	4.222336e-002
1.191701063125796e-008	0.000000e+000	4.136466e-002
1.193162491697231e-008	0.000000e+000	4.052322e-002
1.194623920268666e-008	0.000000e+000	3.969906e-002
1.196085348840101e-008	0.000000e+000	3.889217e-002
1.197546777411537e-008	0.000000e+000	3.810255e-002
1.197556777411537e-008	0.000000e+000	3.809720e-002
1.199018205982972e-008	0.000000e+000	3.732365e-002
1.200479634554407e-008	0.000000e+000	3.656506e-002
1.201941063125842e-008	0.000000e+000	3.582143e-002
1.203402491697277e-008	0.000000e+000	3.509276e-002
1.204863920268712e-008	0.000000e+000	3.437904e-002
1.206325348840147e-008	0.000000e+000	3.368028e-002
1.207786777411582e-008	0.000000e+000	3.299648e-002
1.207796777411582e-008	0.000000e+000	3.299185e-002
1.209258205983017e-008	0.000000e+000	3.232196e-002
1.210719634554452e-008	0.000000e+000	3.166503e-002
1.212181063125887e-008	0.000000e+000	3.102105e-002
1.213642491697322e-008	0.000000e+000	3.039003e-002
1.215103920268757e-008	0.000000e+000	2.977195e-002
1.216565348840192e-008	0.000000e+000	2.916683e-002
1.218026777411627e-008	0.000000e+000	2.857467e-002
1.218036777411628e-008	0.000000e+000	2.857065e-002
1.219498205983063e-008	0.000000e+000	2.799054e-002
1.220959634554498e-008	0.000000e+000	2.742164e-002
1.222421063125933e-008	0.000000e+000	2.686396e-002
1.223882491697368e-008	0.000000e+000	2.631750e-002
1.225343920268803e-008	0.000000e+000	2.578225e-002
1.226805348840238e-008	0.000000e+000	2.525823e-002
1.228266777411673e-008	0.000000e+000	2.474541e-002
1.228276777411673e-008	0.000000e+000	2.474194e-002
1.229738205983108e-008	0.000000e+000	2.423956e-002
1.231199634554543e-008	0.000000e+000	2.374690e-002
1.232661063125978e-008	0.000000e+000	2.326396e-002
1.234122491697413e-008	0.000000e+000	2.279073e-002
1.235583920268848e-008	0.000000e+000	2.232721e-002
1.237045348840283e-008	0.000000e+000	2.187340e-002
1.238506777411718e-008	0.000000e+000	2.142931e-002
1.238516777411719e-008	0.000000e+000	2.142630e-002
1.239978205983154e-008	0.000000e+000	2.099125e-002
1.241439634554589e-008	0.000000e+000	2.056461e-002
1.242901063126024e-008	0.000000e+000	2.014639e-002
1.244362491697459e-008	0.000000e+000	1.973657e-002
1.245823920268894e-008	0.000000e+000	1.933517e-002
1.247285348840329e-008	0.000000e+000	1.894218e-002
1.248746777411764e-008	0.000000e+000	1.855760e-002
1.248756777411764e-008	0.000000e+000	1.855499e-002
1.250218205983199e-008	0.000000e+000	1.817824e-002
1.251679634554634e-008	0.000000e+000	1.780878e-002
1.253141063126069e-008	0.000000e+000	1.744660e-002
1.254602491697504e-008	0.000000e+000	1.709170e-002
1.256063920268939e-008	0.000000e+000	1.674409e-002
1.257525348840374e-008	0.000000e+000	1.640376e-002
1.258986777411809e-008	0.000000e+000	1.607072e-002
1.258996777411810e-008	0.000000e+000	1.606846e-002
1.260458205983245e-008	0.000000e+000	1.574220e-002
1.261919634554680e-008	0.000000e+000	1.542225e-002
1.263381063126115e-008	0.000000e+000	1.510860e-002
1.264842491697550e-008	0.000000e+000	1.480126e-002
1.266303920268985e-008	0.000000e+000	1.450024e-002
1.267765348840420e-008	0.000000e+000	1.420552e-002
1.269226777411855e-008	0.000000e+000	1.391710e-002
1.269236777411855e-008	0.000000e+000	1.391515e-002
1.270698205983290e-008	0.000000e+000	1.363261e-002
1.272159634554725e-008	0.000000e+000	1.335553e-002
1.273621063126160e-008	0.000000e+000	1.308392e-002
1.275082491697595e-008	0.000000e+000	1.281777e-002
1.276543920269030e-008	0.000000e+000	1.255708e-002
1.278005348840465e-008	0.000000e+000	1.230185e-002
1.279466777411900e-008	0.000000e+000	1.205209e-002
1.279476777411900e-008	0.000000e+000	1.205040e-002
1.280938205983336e-008	0.000000e+000	1.180572e-002
1.282399634554771e-008	0.000000e+000	1.156577e-002
1.283861063126206e-008	0.000000e+000	1.133056e-002
1.285322491697641e-008	0.000000e+000	1.110007e-002
1.286783920269076e-008	0.000000e+000	1.087432e-002
1.288245348840511e-008	0.000000e+000	1.065330e-002
1.289706777411946e-008	0.000000e+000	1.043701e-002
1.289716777411946e-008	0.000000e+000	1.043554e-002
1.291178205983381e-008	0.000000e+000	1.022365e-002
1.292639634554816e-008	0.000000e+000	1.001586e-002
1.294101063126251e-008	0.000000e+000	9.812165e-003
1.295562491697686e-008	0.000000e+000	9.612567e-003
1.297023920269121e-008	0.000000e+000	9.417067e-003
1.298485348840556e-008	0.000000e+000	9.225663e-003
1.299946777411991e-008	0.000000e+000	9.038357e-003
1.299956777411991e-008	0.000000e+000	9.037088e-003
1.301418205983427e-008	0.000000e+000	8.853593e-003
1.302879634554862e-008	0.000000e+000	8.673647e-003
1.304341063126297e-008	0.000000e+000	8.497250e-003
1.305802491697732e-008	0.000000e+000	8.324400e-003
1.307263920269167e-008	0.000000e+000	8.155098e-003
1.308725348840602e-008	0.000000e+000	7.989345e-003
1.310186777412037e-008	0.000000e+000	7.827139e-003
1.310196777412037e-008	0.000000e+000	7.826040e-003
1.311658205983472e-008	0.000000e+000	7.667135e-003
1.313119634554907e-008	0.000000e+000	7.511304e-003
1.314581063126342e-008	0.000000e+000	7.358545e-003
1.316042491697777e-008	0.000000e+000	7.208858e-003
1.317503920269212e-008	0.000000e+000	7.062244e-003
1.318965348840647e-008	0.000000e+000	6.918703e-003
1.320426777412082e-008	0.000000e+000	6.778235e-003
1.320436777412082e-008	0.000000e+000	6.777282e-003
1.321898205983518e-008	0.000000e+000	6.639673e-003
1.323359634554953e-008	0.000000e+000	6.504724e-003
1.324821063126388e-008	0.000000e+000	6.372436e-003
1.326282491697823e-008	0.000000e+000	6.242809e-003
1.327743920269258e-008	0.000000e+000	6.115843e-003
1.329205348840693e-008	0.000000e+000	5.991537e-003
1.330666777412128e-008	0.000000e+000	5.869892e-003
1.330676777412128e-008	0.000000e+000	5.869068e-003
1.332138205983563e-008	0.000000e+000	5.749899e-003
1.333599634554998e-008	0.000000e+000	5.633035e-003
1.335061063126433e-008	0.000000e+000	5.518474e-003
1.336522491697868e-008	0.000000e+000	5.406218e-003
1.337983920269303e-008	0.000000e+000	5.296267e-003
1.339445348840738e-008	0.000000e+000	5.188619e-003
1.340906777412173e-008	0.000000e+000	5.083276e-003
1.340916777412173e-008	0.000000e+000	5.082562e-003
1.342378205983609e-008	0.000000e+000	4.979363e-003
1.343839634555044e-008	0.000000e+000	4.878159e-003
1.345301063126479e-008	0.000000e+000	4.778951e-003
1.346762491697914e-008	0.000000e+000	4.681738e-003
1.348223920269349e-008	0.000000e+000	4.586521e-003
1.349685348840784e-008	0.000000e+000	4.493299e-003
1.351146777412219e-008	0.000000e+000	4.402073e-003
1.351156777412219e-008	0.000000e+000	4.401454e-003
1.352618205983654e-008	0.000000e+000	4.312085e-003
1.354079634555089e-008	0.000000e+000	4.224443e-003
1.355541063126524e-008	0.000000e+000	4.138530e-003
1.357002491697959e-008	0.000000e+000	4.054345e-003
1.358463920269394e-008	0.000000e+000	3.971887e-003
1.359925348840829e-008	0.000000e+000	3.891158e-003
1.361386777412264e-008	0.000000e+000	3.812157e-003
1.361396777412264e-008	0.000000e+000	3.811621e-003
1.362858205983700e-008	0.000000e+000	3.734228e-003
1.364319634555135e-008	0.000000e+000	3.658331e-003
1.365781063126570e-008	0.000000e+000	3.583931e-003
1.367242491698005e-008	0.000000e+000	3.511027e-003
1.368703920269440e-008	0.000000e+000	3.439620e-003
1.370165348840875e-008	0.000000e+000	3.369709e-003
1.371626777412310e-008	0.000000e+000	3.301295e-003
1.371636777412310e-008	0.000000e+000	3.300831e-003
1.373098205983745e-008	0.000000e+000	3.233809e-003
1.374559634555180e-008	0.000000e+000	3.168083e-003
1.376021063126615e-008	0.000000e+000	3.103653e-003
1.377482491698050e-008	0.000000e+000	3.040519e-003
1.378943920269485e-008	0.000000e+000	2.978681e-003
1.380405348840920e-008	0.000000e+000	2.918139e-003
1.381866777412355e-008	0.000000e+000	2.858893e-003
1.381876777412355e-008	0.000000e+000	2.858491e-003
1.383338205983791e-008	0.000000e+000	2.800451e-003
1.384799634555226e-008	0.000000e+000	2.743533e-003
1.386261063126661e-008	0.000000e+000	2.687737e-003
1.387722491698096e-008	0.000000e+000	2.633063e-003
1.389183920269531e-008	0.000000e+000	2.579512e-003
1.390645348840966e-008	0.000000e+000	2.527083e-003
1.392106777412401e-008	0.000000e+000	2.475776e-003
1.392116777412401e-008	0.000000e+000	2.475428e-003
1.393578205983836e-008	0.000000e+000	2.425166e-003
1.395039634555271e-008	0.000000e+000	2.375875e-003
1.396501063126706e-008	0.000000e+000	2.327557e-003
1.397962491698141e-008	0.000000e+000	2.280210e-003
1.399423920269576e-008	0.000000e+000	2.233835e-003
1.400885348841011e-008	0.000000e+000	2.188432e-003
1.402346777412446e-008	0.000000e+000	2.144001e-003
1.402356777412446e-008	0.000000e+000	2.143699e-003
1.403818205983881e-008	0.000000e+000	2.100173e-003
1.405279634555317e-008	0.000000e+000	2.057487e-003
1.406741063126752e-008	0.000000e+000	2.015644e-003
1.408202491698187e-008	0.000000e+000	1.974642e-003
1.409663920269622e-008	0.000000e+000	1.934482e-003
1.411125348841057e-008	0.000000e+000	1.895163e-003
1.412586777412492e-008	0.000000e+000	1.856686e-003
1.412596777412492e-008	0.000000e+000	1.856425e-003
1.414058205983927e-008	0.000000e+000	1.818731e-003
1.415519634555362e-008	0.000000e+000	1.781766e-003
1.416981063126797e-008	0.000000e+000	1.745530e-003
1.418442491698232e-008	0.000000e+000	1.710023e-003
1.419903920269667e-008	0.000000e+000	1.675244e-003
1.421365348841102e-008	0.000000e+000	1.641195e-003
1.422826777412537e-008	0.000000e+000	1.607874e-003
1.422836777412537e-008	0.000000e+000	1.607648e-003
1.424298205983972e-008	0.000000e+000	1.575006e-003
1.425759634555408e-008	0.000000e+000	1.542994e-003
1.427221063126843e-008	0.000000e+000	1.511614e-003
1.428682491698278e-008	0.000000e+000	1.480865e-003
1.430143920269713e-008	0.000000e+000	1.450747e-003
1.431605348841148e-008	0.000000e+000	1.421260e-003
1.433066777412583e-008	0.000000e+000	1.392405e-003
1.433076777412583e-008	0.000000e+000	1.392209e-003
1.434538205984018e-008	0.000000e+000	1.363941e-003
1.435999634555453e-008	0.000000e+000	1.336220e-003
1.437461063126888e-008	0.000000e+000	1.309045e-003
1.438922491698323e-008	0.000000e+000	1.282416e-003
1.440383920269758e-008	0.000000e+000	1.256334e-003
1.441845348841193e-008	0.000000e+000	1.230799e-003
1.443306777412628e-008	0.000000e+000	1.205811e-003
1.443316777412628e-008	0.000000e+000	1.205641e-003
1.444778205984063e-008	0.000000e+000	1.181161e-003
1.446239634555499e-008	0.000000e+000	1.157155e-003
1.447701063126934e-008	0.000000e+000	1.133621e-003
1.449162491698369e-008	0.000000e+000	1.110561e-003
1.450623920269804e-008	0.000000e+000	1.087975e-003
1.452085348841239e-008	0.000000e+000	1.065861e-003
1.453546777412674e-008	0.000000e+000	1.044222e-003
1.453556777412674e-008	0.000000e+000	1.044075e-003
1.455018205984109e-008	0.000000e+000	1.022875e-003
1.456479634555544e-008	0.000000e+000	1.002086e-003
1.457941063126979e-008	0.000000e+000	9.817062e-004
1.459402491698414e-008	0.000000e+000	9.617365e-004
1.460863920269849e-008	0.000000e+000	9.421767e-004
1.462325348841284e-008	0.000000e+000	9.230268e-004
1.463786777412719e-008	0.000000e+000	9.042868e-004
1.463796777412719e-008	0.000000e+000	9.041597e-004
1.465258205984154e-008	0.000000e+000	8.858012e-004
1.466719634555590e-008	0.000000e+000	8.677976e-004
1.468181063127025e-008	0.000000e+000	8.501490e-004
1.469642491698460e-008	0.000000e+000	8.328554e-004
1.471103920269895e-008	0.000000e+000	8.159168e-004
1.472565348841330e-008	0.000000e+000	7.993332e-004
1.474026777412765e-008	0.000000e+000	7.831045e-004
1.474036777412765e-008	0.000000e+000	7.829945e-004
1.475498205984200e-008	0.000000e+000	7.670961e-004
1.476959634555635e-008	0.000000e+000	7.515052e-004
1.478421063127070e-008	0.000000e+000	7.362217e-004
1.479882491698505e-008	0.000000e+000	7.212456e-004
1.481343920269940e-008	0.000000e+000	7.065769e-004
1.482805348841375e-008	0.000000e+000	6.922156e-004
1.484266777412810e-008	0.000000e+000	6.781617e-004
1.484276777412810e-008	0.000000e+000	6.780665e-004
1.485738205984235e-008	0.000000e+000	6.642986e-004
1.487199634555660e-008	0.000000e+000	6.507970e-004
1.488661063127084e-008	0.000000e+000	6.375616e-004
1.490122491698509e-008	0.000000e+000	6.245924e-004
1.491583920269934e-008	0.000000e+000	6.118895e-004
1.493045348841359e-008	0.000000e+000	5.994527e-004
1.494506777412783e-008	0.000000e+000	5.872822e-004
1.494516777412783e-008	0.000000e+000	5.871996e-004
1.495978205984194e-008	0.000000e+000	5.752768e-004
1.497439634555605e-008	0.000000e+000	5.635846e-004
1.498901063127016e-008	0.000000e+000	5.521229e-004
1.500362491698426e-008	0.000000e+000	5.408916e-004
1.501823920269837e-008	0.000000e+000	5.298910e-004
1.503285348841248e-008	0.000000e+000	5.191208e-004
1.504746777412659e-008	0.000000e+000	5.085812e-004
1.504756777412659e-008	0.000000e+000	5.085098e-004
